,city_fixed,address_fixed,full_2,full_3
2947,Чернівці Школа №3,Чернівці 6 , Чернівецька область  м. Чернівці  вул. Ірини Вільде  6 , м. Чернівці  вул. Ірини Вільде  6 
2971,Чернівці Школа №2,Чернівці 1 , Чернівецька область  м. Чернівці  вул. Гете  1 , м. Чернівці  вул. Гете  1 
2997,Чернівці Школа №26,Чернівці 131 , Чернівецька область  м. Чернівці  вул. Головна  131 , м. Чернівці  вул. Головна  131 
2998,Чернівці Школа №7,Чернівці просп. Незалежості 68, Чернівецька область  м. Чернівці  Шевченківський район міста  просп. Незалежості  68, м. Чернівці  Шевченківський район міста  просп. Незалежості  68
2999,Чернівці Школа №15,Чернівці 88 Д , Чернівецька область  м. Чернівці  просп. Проспект Незалежності  88 Д , м. Чернівці  просп. Проспект Незалежності  88 Д 
3000,Чернівці Школа №35,Чернівці вул. Головна 73, Чернівецька область  м. Чернівці  Першотравневий район міста  вул. Головна  73, м. Чернівці  Першотравневий район міста  вул. Головна  73
3001,Чернівці Школа №29,Чернівці вул. Шептицького 19, Чернівецька область  м. Чернівці  Першотравневий район міста  вул. Шептицького  19, м. Чернівці  Першотравневий район міста  вул. Шептицького  19
3002,Чернівці Школа №9,Чернівці вул. Лесі Українки 29, Чернівецька область  м. Чернівці  Шевченківський район міста  вул. Лесі Українки  29, м. Чернівці  Шевченківський район міста  вул. Лесі Українки  29
3003,Чернівці Школа №23,Чернівці 8 , Чернівецька область  м. Чернівці  вул. Дмитра Загула  8 , м. Чернівці  вул. Дмитра Загула  8 
3027,Херсон Школа №14,Херсон 20 , Херсонська область  м. Херсон  вул. Гетьмана Сагайдачного  20 , м. Херсон  вул. Гетьмана Сагайдачного  20 
3032,Херсон Школа №28,Херсон 1 , Херсонська область  м. Херсон  пров. Маяковського  1 , м. Херсон  пров. Маяковського  1 
3091,Херсон Школа №48,Херсон вул. 28 Армії 14, Херсонська область  м. Херсон  Дніпровський район міста  вул. 28 Армії  14, м. Херсон  Дніпровський район міста  вул. 28 Армії  14
3093,Херсон Школа №46,Херсон 82 , Херсонська область  м. Херсон  вул. Фрітаун  82 , м. Херсон  вул. Фрітаун  82 
3095,Херсон Школа №26,Херсон вул. Центральна (Радянська) 60, Херсонська область  м. Херсон  смт Комишани  вул. Центральна (Радянська)  60, м. Херсон  смт Комишани  вул. Центральна (Радянська)  60
3112,Херсон Школа №31,Херсон вул. пр. Ушакова 79а, Херсонська область  м. Херсон  Суворовський район міста  вул. пр. Ушакова  79а, м. Херсон  Суворовський район міста  вул. пр. Ушакова  79а
3114,Херсон Школа №40,Херсон вул. Мічуріна 6, Херсонська область  м. Херсон  Дніпровський район міста  вул. Мічуріна  6, м. Херсон  Дніпровський район міста  вул. Мічуріна  6
3139,Херсон Школа №12,Херсон вул. Квіткова 1, Херсонська область  м. Херсон  Дніпровський район міста  вул. Квіткова  1, м. Херсон  Дніпровський район міста  вул. Квіткова  1
3140,Херсон Школа №25,Херсон вул. Воронцовська 15-а, Херсонська область  м. Херсон  Комсомольський район міста  вул. Воронцовська  15-а, м. Херсон  Комсомольський район міста  вул. Воронцовська  15-а
3141,Херсон Школа №47,Херсон вул. Філатова 30, Херсонська область  м. Херсон  Комсомольський район міста  вул. Філатова  30, м. Херсон  Комсомольський район міста  вул. Філатова  30
3143,Херсон ДНЗ №43,Херсон вул. Робітнича 3, Херсонська область  м. Херсон  сел. Сонячне  вул. Робітнича  3, м. Херсон  сел. Сонячне  вул. Робітнича  3
3147,Херсон Школа №27,Херсон вул. полковника Кедровського (Будьонного) 8а, Херсонська область  м. Херсон  Суворовський район міста  вул. полковника Кедровського (Будьонного)  8а, м. Херсон  Суворовський район міста  вул. полковника Кедровського (Будьонного)  8а
3156,Херсон Школа №16,Херсон 2 , Херсонська область  м. Херсон  вул. Суворова  2 , м. Херсон  вул. Суворова  2 
3157,Херсон Школа №2,Херсон вул. Білоруська 1, Херсонська область  м. Херсон  Комсомольський район міста  вул. Білоруська  1, м. Херсон  Комсомольський район міста  вул. Білоруська  1
3158,Херсон Школа №44,Херсон вул. Академіка Тарле 10, Херсонська область  м. Херсон  Суворовський район міста  вул. Академіка Тарле  10, м. Херсон  Суворовський район міста  вул. Академіка Тарле  10
3161,Херсон Школа №34,Херсон 32 , Херсонська область  м. Херсон  вул. Богородицька (Червонофлотська)  32 , м. Херсон  вул. Богородицька (Червонофлотська)  32 
3162,Херсон Школа №39,Херсон вул. 1 Текстильна 1, Херсонська область  м. Херсон  Дніпровський район міста  вул. 1 Текстильна  1, м. Херсон  Дніпровський район міста  вул. 1 Текстильна  1
3163,Херсон Школа №41,Херсон вул. Карбишева 30, Херсонська область  м. Херсон  Суворовський район міста  вул. Карбишева  30, м. Херсон  Суворовський район міста  вул. Карбишева  30
3165,Херсон ДНЗ №33,Херсон 52 , Херсонська область  м. Херсон  вул. Кольцова  52 , м. Херсон  вул. Кольцова  52 
3166,Херсон Школа №35,Херсон пров. Смоленський 80, Херсонська область  м. Херсон  Дніпровський район міста  пров. Смоленський  80, м. Херсон  Дніпровський район міста  пров. Смоленський  80
3170,Херсон Школа №51,Херсон просп. Будівельників 9, Херсонська область  м. Херсон  Комсомольський район міста  просп. Будівельників  9, м. Херсон  Комсомольський район міста  просп. Будівельників  9
3172,Херсон Школа №54,Херсон 6А , Херсонська область  м. Херсон  вул. Л.Заменгофа  6А , м. Херсон  вул. Л.Заменгофа  6А 
3173,Херсон Школа №55,Херсон вул. Лавреньова 9Б, Херсонська область  м. Херсон  Комсомольський район міста  вул. Лавреньова  9Б, м. Херсон  Комсомольський район міста  вул. Лавреньова  9Б
3179,Херсон Школа №53,Херсон вул. Шовкуненка 86а, Херсонська область  м. Херсон  Дніпровський район міста  вул. Шовкуненка  86а, м. Херсон  Дніпровський район міста  вул. Шовкуненка  86а
3180,Херсон ДНЗ №15,Херсон 13 , Херсонська область  м. Херсон  пров. Комбайновий  13 , м. Херсон  пров. Комбайновий  13 
3181,Херсон Школа №52,Херсон вул. Кримська 127, Херсонська область  м. Херсон  Дніпровський район міста  вул. Кримська  127, м. Херсон  Дніпровський район міста  вул. Кримська  127
3182,Херсон Школа №57,Херсон 9 , Херсонська область  м. Херсон  вул. Шенгелія  9 , м. Херсон  вул. Шенгелія  9 
3184,Херсон Школа №37,Херсон вул. Кіндійське шосе 32-а, Херсонська область  м. Херсон  Дніпровський район міста  вул. Кіндійське шосе  32-а, м. Херсон  Дніпровський район міста  вул. Кіндійське шосе  32-а
3187,Херсон Школа №45,Херсон вул. Тарле 12, Херсонська область  м. Херсон  Суворовський район міста  вул. Тарле  12, м. Херсон  Суворовський район міста  вул. Тарле  12
3232,Херсон ДНЗ №29,Херсон 21 , Херсонська область  м. Херсон  вул. 28 Армії  21 , м. Херсон  вул. 28 Армії  21 
3250,Миколаїв Школа №6,Миколаїв 95 , Миколаївська область  м. Миколаїв  вул. Рибна  95 , м. Миколаїв  вул. Рибна  95 
3263,Херсон Школа №32,Херсон 165 , Херсонська область  м. Херсон  вул. Перекопська  165 , м. Херсон  вул. Перекопська  165 
3280,Херсон ДНЗ №7,Херсон 171а , Херсонська область  м. Херсон  вул. Перекопська  171а , м. Херсон  вул. Перекопська  171а 
3283,Херсон Школа №1,Херсон просп. Святих Кирила та Мефодія 17-Б, Херсонська область  м. Херсон  Комсомольський район міста  просп. Святих Кирила та Мефодія  17-Б, м. Херсон  Комсомольський район міста  просп. Святих Кирила та Мефодія  17-Б
3303,Херсон Школа №21,Херсон вул. Центральна 2, Херсонська область  м. Херсон  смт Антонівка  вул. Центральна  2, м. Херсон  смт Антонівка  вул. Центральна  2
3382,Херсон Школа №50,Херсон вул. Кримська 135, Херсонська область  м. Херсон  Дніпровський район міста  вул. Кримська  135, м. Херсон  Дніпровський район міста  вул. Кримська  135
3602,Чернівці Школа №2,Чернівці вул. Мічуріна 39, Вінницька область  Чернівецький район  смт Чернівці  вул. Мічуріна  39, Чернівецький район  смт Чернівці  вул. Мічуріна  39
3606,Чернівці Школа №1,Чернівці вул. Святомиколаївська 198, Вінницька область  Чернівецький район  смт Чернівці  вул. Святомиколаївська  198, Чернівецький район  смт Чернівці  вул. Святомиколаївська  198
3671,Херсон Школа №4,Херсон вул. Кости Хетагурова 59, Херсонська область  м. Херсон  Суворовський район міста  вул. Кости Хетагурова  59, м. Херсон  Суворовський район міста  вул. Кости Хетагурова  59
3673,Херсон Школа №3,Херсон 15 , Херсонська область  м. Херсон  вул. Патона  15 , м. Херсон  вул. Патона  15 
3678,Херсон Школа №5,Херсон вул. Сухарна 9/4, Херсонська область  м. Херсон  Комсомольський район міста  вул. Сухарна  9/4, м. Херсон  Комсомольський район міста  вул. Сухарна  9/4
3679,Херсон Школа №6,Херсон вул. Пестеля 4, Херсонська область  м. Херсон  Суворовський район міста  вул. Пестеля  4, м. Херсон  Суворовський район міста  вул. Пестеля  4
3680,Херсон Школа №38,Херсон вул. Степова 20 А, Херсонська область  м. Херсон  смт Зеленівка  вул. Степова  20 А, м. Херсон  смт Зеленівка  вул. Степова  20 А
3681,Херсон Школа №20,Херсон 2 , Херсонська область  м. Херсон  вул. Віктора Гошкевича  2 , м. Херсон  вул. Віктора Гошкевича  2 
3682,Херсон ДНЗ №8,Херсон 7 , Херсонська область  м. Херсон  вул. Антона Головатого  7 , м. Херсон  вул. Антона Головатого  7 
3683,Херсон Школа №24,Херсон 32 , Херсонська область  м. Херсон  вул. Карбишева  32 , м. Херсон  вул. Карбишева  32 
3684,Херсон Школа №9,Херсон 11 , Херсонська область  м. Херсон  вул. Патона  11 , м. Херсон  вул. Патона  11 
3685,Херсон Школа №17,Херсон вул. Дж. Говарда 63, Херсонська область  м. Херсон  с. Степанівка  вул. Дж. Говарда  63, м. Херсон  с. Степанівка  вул. Дж. Говарда  63
3686,Херсон Школа №30,Херсон 12 , Херсонська область  м. Херсон  ул. Молодіжна  12 , м. Херсон  ул. Молодіжна  12 
3687,Херсон Школа №13,Херсон 19 , Херсонська область  м. Херсон  вул. Церковна  19 , м. Херсон  вул. Церковна  19 
3688,Херсон Школа №18,Херсон 83 , Херсонська область  м. Херсон  вул. Херсонська  83 , м. Херсон  вул. Херсонська  83 
3689,Херсон Школа №11,Херсон 205 , Херсонська область  м. Херсон  вул. Робоча  205 , м. Херсон  вул. Робоча  205 
3690,Херсон Школа №36,Херсон вул. Перекопська 173 А, Херсонська область  м. Херсон  Дніпровський район міста  вул. Перекопська  173 А, м. Херсон  Дніпровський район міста  вул. Перекопська  173 А
3691,Херсон Школа №86,Херсон 9а , Херсонська область  м. Херсон  с-ще Інженерне  9а , м. Херсон  с-ще Інженерне  9а 
3838,Миколаїв Школа №3,Миколаїв 12-Г , Миколаївська область  м. Миколаїв  просп. Корабелів  12-Г , м. Миколаїв  просп. Корабелів  12-Г 
3839,Миколаїв Школа №4,Миколаїв вул. Лазурна 48, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Лазурна  48, м. Миколаїв  Заводський район міста  вул. Лазурна  48
3840,Миколаїв Школа №4,Миколаїв вул. Мала Морська 78, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Мала Морська  78, м. Миколаїв  Заводський район міста  вул. Мала Морська  78
3841,Миколаїв Школа №6,Миколаїв 2-А , Миколаївська область  м. Миколаїв  вул. Курортна  2-А , м. Миколаїв  вул. Курортна  2-А 
3842,Миколаїв Школа №12,Миколаїв 2 , Миколаївська область  м. Миколаїв  вул. І Екіпажна  2 , м. Миколаїв  вул. І Екіпажна  2 
3843,Миколаїв Школа №13,Миколаїв просп. Центральний 84, Миколаївська область  м. Миколаїв  Центральний район міста  просп. Центральний  84, м. Миколаїв  Центральний район міста  просп. Центральний  84
3844,Миколаїв Школа №14,Миколаїв вул. Вільна/Свободна 38, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Вільна/Свободна  38, м. Миколаїв  Корабельний район міста  вул. Вільна/Свободна  38
3845,Миколаїв Школа №15,Миколаїв вул. Потьомкінська 22-А, Миколаївська область  м. Миколаїв  Центральний район міста  вул. Потьомкінська  22-А, м. Миколаїв  Центральний район міста  вул. Потьомкінська  22-А
3846,Миколаїв Школа №17,Миколаїв вул. Крилова 12/6, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Крилова  12/6, м. Миколаїв  Заводський район міста  вул. Крилова  12/6
3847,Миколаїв Школа №19,Миколаїв 11-А , Миколаївська область  м. Миколаїв  вул. Передова  11-А , м. Миколаїв  вул. Передова  11-А 
3848,Миколаїв Школа №22,Миколаїв вул. Робоча 8, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Робоча  8, м. Миколаїв  Заводський район міста  вул. Робоча  8
3849,Миколаїв Школа №24,Миколаїв вул. Лісова 1, Миколаївська область  м. Миколаїв  Центральний район міста  вул. Лісова  1, м. Миколаїв  Центральний район міста  вул. Лісова  1
3850,Миколаїв Школа №26,Миколаїв вул. Чайковського 11-А, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. Чайковського  11-А, м. Миколаїв  Інгульський район міста  вул. Чайковського  11-А
3851,Миколаїв Школа №28,Миколаїв 30 , Миколаївська область  м. Миколаїв  вул. Чайковського  30 , м. Миколаїв  вул. Чайковського  30 
3852,Миколаїв Школа №29,Миколаїв вул. Сагайдачного 124, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Сагайдачного  124, м. Миколаїв  Корабельний район міста  вул. Сагайдачного  124
3853,Миколаїв Школа №30,Миколаїв вул. Квітнева 50, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. Квітнева  50, м. Миколаїв  Інгульський район міста  вул. Квітнева  50
3854,Миколаїв Школа №31,Миколаїв вул. 1 Слобідська 42, Миколаївська область  м. Миколаїв  Заводський район міста  вул. 1 Слобідська  42, м. Миколаїв  Заводський район міста  вул. 1 Слобідська  42
3855,Миколаїв Школа №33,Миколаїв 12 , Миколаївська область  м. Миколаїв  вул. Океанівська  12 , м. Миколаїв  вул. Океанівська  12 
3856,Миколаїв Школа №36,Миколаїв 143 , Миколаївська область  м. Миколаїв  вул. Погранична  143 , м. Миколаїв  вул. Погранична  143 
3857,Миколаїв Школа №40,Миколаїв вул. Металургів 97/1, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Металургів  97/1, м. Миколаїв  Корабельний район міста  вул. Металургів  97/1
3858,Миколаїв Школа №42,Миколаїв вул. Електронна 73, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. Електронна  73, м. Миколаїв  Інгульський район міста  вул. Електронна  73
3859,Миколаїв Школа №44,Миколаїв вул. Знаменська 2/6, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Знаменська  2/6, м. Миколаїв  Корабельний район міста  вул. Знаменська  2/6
3860,Миколаїв Школа №51,Миколаїв пров. Парусний 3-а, Миколаївська область  м. Миколаїв  Центральний район міста  пров. Парусний  3-а, м. Миколаїв  Центральний район міста  пров. Парусний  3-а
3861,Миколаїв Школа №53,Миколаїв 154 , Миколаївська область  м. Миколаїв  вул. Потьомкінська  154 , м. Миколаїв  вул. Потьомкінська  154 
3862,Миколаїв Школа №57,Миколаїв 46 , Миколаївська область  м. Миколаїв  вул. Лазурна  46 , м. Миколаїв  вул. Лазурна  46 
3863,Миколаїв Школа №64,Миколаїв 6-Г , Миколаївська область  м. Миколаїв  вул. Архітектора Старова  6-Г , м. Миколаїв  вул. Архітектора Старова  6-Г 
3864,Миколаїв Школа №65,Миколаїв вул. Лазурна 48, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Лазурна  48, м. Миколаїв  Заводський район міста  вул. Лазурна  48
4008,Миколаїв Школа №41,Миколаїв вул. Театральна 41, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. Театральна  41, м. Миколаїв  Інгульський район міста  вул. Театральна  41
4009,Миколаїв Школа №1,Миколаїв вул. Айвазовського 8, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Айвазовського  8, м. Миколаїв  Корабельний район міста  вул. Айвазовського  8
4010,Миколаїв Школа №3,Миколаїв вул. Чкалова 114, Миколаївська область  м. Миколаїв  Центральний район міста  вул. Чкалова  114, м. Миколаїв  Центральний район міста  вул. Чкалова  114
4011,Миколаїв Школа №21,Миколаїв вул. Молдавська 7, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Молдавська  7, м. Миколаїв  Заводський район міста  вул. Молдавська  7
4012,Миколаїв Школа №27,Миколаїв вул. О.Янати 70, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. О.Янати  70, м. Миколаїв  Інгульський район міста  вул. О.Янати  70
4013,Миколаїв Школа №43,Миколаїв просп. Богоявленський 291, Миколаївська область  м. Миколаїв  Корабельний район міста  просп. Богоявленський  291, м. Миколаїв  Корабельний район міста  просп. Богоявленський  291
4014,Миколаїв Школа №46,Миколаїв вул. 9 Поздовжня 10, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. 9 Поздовжня  10, м. Миколаїв  Інгульський район міста  вул. 9 Поздовжня  10
4015,Миколаїв Школа №47,Миколаїв вул. Торгова 72, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Торгова  72, м. Миколаїв  Корабельний район міста  вул. Торгова  72
4016,Миколаїв Школа №54,Миколаїв 10 , Миколаївська область  м. Миколаїв  просп. Корабелів  10 , м. Миколаїв  просп. Корабелів  10 
4017,Миколаїв Школа №25,Миколаїв вул. Защука 2-А, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Защука  2-А, м. Миколаїв  Заводський район міста  вул. Защука  2-А
4018,Миколаїв Школа №35,Миколаїв вул. Морехідна 10-а, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Морехідна  10-а, м. Миколаїв  Заводський район міста  вул. Морехідна  10-а
4019,Миколаїв Школа №49,Миколаїв 15 , Миколаївська область  м. Миколаїв  вул. Кобзарська  15 , м. Миколаїв  вул. Кобзарська  15 
4020,Миколаїв Школа №61,Миколаїв 2 , Миколаївська область  м. Миколаїв  вул. О.Матросова  2 , м. Миколаїв  вул. О.Матросова  2 
4021,Миколаїв Школа №1,Миколаїв вул. Океанівська 9, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Океанівська  9, м. Миколаїв  Корабельний район міста  вул. Океанівська  9
4022,Миколаїв Школа №2,Миколаїв ул. Робоча 2, Миколаївська область  м. Миколаїв  Заводський район міста  ул. Робоча  2, м. Миколаїв  Заводський район міста  ул. Робоча  2
4023,Миколаїв Школа №59,Миколаїв 24 , Миколаївська область  м. Миколаїв  вул. Адміральська  24 , м. Миколаїв  вул. Адміральська  24 
4119,Миколаїв Школа №34,Миколаїв вул. Лягіна 28, Миколаївська область  м. Миколаїв  Заводський район міста  вул. Лягіна  28, м. Миколаїв  Заводський район міста  вул. Лягіна  28
4120,Миколаїв Школа №7,Миколаїв 45/47 , Миколаївська область  м. Миколаїв  вул. Потьомкінська  45/47 , м. Миколаїв  вул. Потьомкінська  45/47 
4121,Миколаїв Школа №20,Миколаїв вул. Космонавтів 70, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. Космонавтів  70, м. Миколаїв  Інгульський район міста  вул. Космонавтів  70
4122,Миколаїв Школа №56,Миколаїв вул. Космонавтів 138-А, Миколаївська область  м. Миколаїв  Інгульський район міста  вул. Космонавтів  138-А, м. Миколаїв  Інгульський район міста  вул. Космонавтів  138-А
4123,Миколаїв Школа №48,Миколаїв вул. Генерала Попеля 164, Миколаївська область  м. Миколаїв  Корабельний район міста  вул. Генерала Попеля  164, м. Миколаїв  Корабельний район міста  вул. Генерала Попеля  164
4124,Миколаїв Школа №11,Миколаїв 3 , Миколаївська область  м. Миколаїв  вул. Китобоїв  3 , м. Миколаїв  вул. Китобоїв  3 
4125,Миколаїв Школа №32,Миколаїв 1 , Миколаївська область  м. Миколаїв  пров. Обереговий  1 , м. Миколаїв  пров. Обереговий  1 
4159,Вінниця Школа №1,Вінниця 7 , Вінницька область  м. Вінниця  вул. Малиновського  7 , м. Вінниця  вул. Малиновського  7 
4160,Вінниця Школа №2,Вінниця 94 , Вінницька область  м. Вінниця  вул. Соборна  94 , м. Вінниця  вул. Соборна  94 
4161,Вінниця Школа №3,Вінниця 2 , Вінницька область  м. Вінниця  вул. Оводова Миколи  2 , м. Вінниця  вул. Оводова Миколи  2 
4162,Вінниця Школа №4,Вінниця вул. Гоголя 18, Вінницька область  м. Вінниця  Ленінський район міста  вул. Гоголя  18, м. Вінниця  Ленінський район міста  вул. Гоголя  18
4163,Вінниця Школа №5,Вінниця вул. Богдана Ступки 18, Вінницька область  м. Вінниця  Замостянський район міста  вул. Богдана Ступки  18, м. Вінниця  Замостянський район міста  вул. Богдана Ступки  18
4164,Вінниця Школа №6,Вінниця 12 , Вінницька область  м. Вінниця  вул. Стрілецька  12 , м. Вінниця  вул. Стрілецька  12 
4165,Вінниця Школа №7,Вінниця вул. Владислава Городецького 21, Вінницька область  м. Вінниця  Ленінський район міста  вул. Владислава Городецького  21, м. Вінниця  Ленінський район міста  вул. Владислава Городецького  21
4166,Вінниця Школа №8,Вінниця 28 , Вінницька область  м. Вінниця  вул. Винниченка  28 , м. Вінниця  вул. Винниченка  28 
4168,Вінниця Школа №10,Вінниця вул. Андрія Первозванного 22, Вінницька область  м. Вінниця  Ленінський район міста  вул. Андрія Первозванного  22, м. Вінниця  Ленінський район міста  вул. Андрія Первозванного  22
4169,Вінниця Школа №11,Вінниця вул. Тараса Сича 38, Вінницька область  м. Вінниця  Староміський район міста  вул. Тараса Сича  38, м. Вінниця  Староміський район міста  вул. Тараса Сича  38
4170,Вінниця Школа №12,Вінниця вул. М. Шимка 3, Вінницька область  м. Вінниця  Замостянський район міста  вул. М. Шимка  3, м. Вінниця  Замостянський район міста  вул. М. Шимка  3
4171,Вінниця Школа №13,Вінниця 1 , Вінницька область  м. Вінниця  вул. Максима Шимка  1 , м. Вінниця  вул. Максима Шимка  1 
4172,Вінниця Школа №14,Вінниця 2 , Вінницька область  м. Вінниця  вул. Мічуріна  2 , м. Вінниця  вул. Мічуріна  2 
4173,Вінниця Школа №15,Вінниця 62 , Вінницька область  м. Вінниця  вул. Келецька  62 , м. Вінниця  вул. Келецька  62 
4174,Вінниця Школа №16,Вінниця 30 , Вінницька область  м. Вінниця  вул. Матроса Кішки  30 , м. Вінниця  вул. Матроса Кішки  30 
4175,Вінниця Школа №17,Вінниця вул. Олександра Соловйова 2, Вінницька область  м. Вінниця  Ленінський район міста  вул. Олександра Соловйова  2, м. Вінниця  Ленінський район міста  вул. Олександра Соловйова  2
4176,Вінниця Школа №18,Вінниця 97 , Вінницька область  м. Вінниця  вул. Келецька  97 , м. Вінниця  вул. Келецька  97 
4177,Вінниця Школа №19,Вінниця 17 , Вінницька область  м. Вінниця  вул. Северина Наливайка  17 , м. Вінниця  вул. Северина Наливайка  17 
4178,Вінниця Школа №20,Вінниця 266 , Вінницька область  м. Вінниця  вул. Чумацька  266 , м. Вінниця  вул. Чумацька  266 
4179,Вінниця Школа №21,Вінниця 16 , Вінницька область  м. Вінниця  вул. 600-річчя  16 , м. Вінниця  вул. 600-річчя  16 
4180,Вінниця Школа №22,Вінниця вул. Данила Нечая 21, Вінницька область  м. Вінниця  Староміський район міста  вул. Данила Нечая  21, м. Вінниця  Староміський район міста  вул. Данила Нечая  21
4181,Вінниця Школа №23,Вінниця 32 , Вінницька область  м. Вінниця  вул. Космонавтів  32 , м. Вінниця  вул. Космонавтів  32 
4182,Вінниця Школа №25,Вінниця 89 , Вінницька область  м. Вінниця  вул. Келецька  89 , м. Вінниця  вул. Келецька  89 
4183,Вінниця Школа №26,Вінниця 27 , Вінницька область  м. Вінниця  вул. Хмельницьке шосе  27 , м. Вінниця  вул. Хмельницьке шосе  27 
4184,Вінниця Школа №27,Вінниця 42 , Вінницька область  м. Вінниця  вул. Ватутіна  42 , м. Вінниця  вул. Ватутіна  42 
4185,Вінниця Школа №29,Вінниця 149 , Вінницька область  м. Вінниця  вул. Київська  149 , м. Вінниця  вул. Київська  149 
4186,Вінниця Школа №30,Вінниця 62 , Вінницька область  м. Вінниця  вул. Стрілецька  62 , м. Вінниця  вул. Стрілецька  62 
4187,Вінниця Школа №31,Вінниця 13 , Вінницька область  м. Вінниця  вул. Б. Ступки  13 , м. Вінниця  вул. Б. Ступки  13 
4188,Вінниця Школа №32,Вінниця 40 , Вінницька область  м. Вінниця  вул. Некрасова  40 , м. Вінниця  вул. Некрасова  40 
4189,Вінниця Школа №33,Вінниця 20 , Вінницька область  м. Вінниця  вул. Василя Порика  20 , м. Вінниця  вул. Василя Порика  20 
4190,Вінниця Школа №34,Вінниця 12 , Вінницька область  м. Вінниця  вул. Миколи Ващука  12 , м. Вінниця  вул. Миколи Ващука  12 
4191,Вінниця Школа №35,Вінниця 10 , Вінницька область  м. Вінниця  вул. Миколи Ващука  10 , м. Вінниця  вул. Миколи Ващука  10 
4192,Вінниця Школа №36,Вінниця вул. Пирогова 191, Вінницька область  м. Вінниця  Ленінський район міста  вул. Пирогова  191, м. Вінниця  Ленінський район міста  вул. Пирогова  191
4789,Хмельницький Школа №1,Хмельницький 2 , Хмельницька область  м. Хмельницький  вул. Староміська  2 , м. Хмельницький  вул. Староміська  2 
4790,Хмельницький Школа №2,Хмельницький 57 , Хмельницька область  м. Хмельницький  вул. І.Франка  57 , м. Хмельницький  вул. І.Франка  57 
4791,Хмельницький Школа №5,Хмельницький 51 , Хмельницька область  м. Хмельницький  вул. Володимирська  51 , м. Хмельницький  вул. Володимирська  51 
4793,Хмельницький Школа №6,Хмельницький 5/1 , Хмельницька область  м. Хмельницький  вул. Молодіжна  5/1 , м. Хмельницький  вул. Молодіжна  5/1 
4794,Хмельницький Школа №6,Хмельницький 12 , Хмельницька область  м. Хмельницький  пров. Володимирський  12 , м. Хмельницький  пров. Володимирський  12 
4795,Хмельницький Школа №7,Хмельницький 33 , Хмельницька область  м. Хмельницький  вул. Заводська  33 , м. Хмельницький  вул. Заводська  33 
4796,Хмельницький Школа №8,Хмельницький 34 , Хмельницька область  м. Хмельницький  вул. Гальчевського  34 , м. Хмельницький  вул. Гальчевського  34 
4797,Хмельницький Школа №9,Хмельницький 155 , Хмельницька область  м. Хмельницький  вул. Чорновола  155 , м. Хмельницький  вул. Чорновола  155 
4798,Хмельницький Школа №10,Хмельницький 9А , Хмельницька область  м. Хмельницький  вул. Водопровідна  9А , м. Хмельницький  вул. Водопровідна  9А 
4799,Хмельницький Школа №2,Хмельницький 84/2 , Хмельницька область  м. Хмельницький  вул. П-т. Миру  84/2 , м. Хмельницький  вул. П-т. Миру  84/2 
4800,Хмельницький Школа №12,Хмельницький 6 , Хмельницька область  м. Хмельницький    6 , м. Хмельницький    6 
4801,Хмельницький Школа №13,Хмельницький 39 , Хмельницька область  м. Хмельницький  вул. Профспілкова  39 , м. Хмельницький  вул. Профспілкова  39 
4802,Хмельницький Школа №14,Хмельницький 17 , Хмельницька область  м. Хмельницький  вул. Спортивна  17 , м. Хмельницький  вул. Спортивна  17 
4803,Хмельницький Школа №15,Хмельницький 125/1 , Хмельницька область  м. Хмельницький  вул. Проскурівського підпілля  125/1 , м. Хмельницький  вул. Проскурівського підпілля  125/1 
4805,Хмельницький Школа №17,Хмельницький 89 , Хмельницька область  м. Хмельницький  вул. Проскурівського підпілля  89 , м. Хмельницький  вул. Проскурівського підпілля  89 
4806,Хмельницький Школа №18,Хмельницький 12 , Хмельницька область  м. Хмельницький  вул. Купріна  12 , м. Хмельницький  вул. Купріна  12 
4807,Хмельницький Школа №19,Хмельницький 164 , Хмельницька область  м. Хмельницький  вул. Камянецька  164 , м. Хмельницький  вул. Камянецька  164 
4808,Хмельницький Школа №20,Хмельницький 1 , Хмельницька область  м. Хмельницький  вул. Івана Павла ІІ  1 , м. Хмельницький  вул. Івана Павла ІІ  1 
